text,label
Your Zomato order #641821 is out for delivery.,ham
Your Jio plan has been activated. Valid till 10 May 2025.,ham
Free recharge worth INR 3921. Click to get it: http://bit.ly/2194,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/4239,spam
Meeting rescheduled to 2:20 PM tomorrow.,ham
Claim your reward now! Visit http://bit.ly/1558,spam
Free recharge worth INR 5535. Click to get it: http://bit.ly/5979,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/3067,spam
Get a loan of up to INR 9613 instantly. No documents needed!,spam
Happy birthday! Wishing you a great year ahead.,ham
You’ve been selected for a special gift. Click: http://bit.ly/7226,spam
Your account has been credited with INR 8083. A/c no: XXXX8053.,ham
Your Jio plan has been activated. Valid till 28 May 2025.,ham
Your account is suspended. Verify at http://bit.ly/5169 immediately.,spam
Your account has been credited with INR 1329. A/c no: XXXX9232.,ham
You’ve been selected for a special gift. Click: http://bit.ly/6582,spam
Your Zomato order #412299 is out for delivery.,ham
Your account is suspended. Verify at http://bit.ly/6668 immediately.,spam
Your OTP for Amazon is 257503. Do not share it.,ham
Meeting rescheduled to 7:02 PM tomorrow.,ham
Electricity bill of INR 6870 is due on 22 May 2025.,ham
Electricity bill of INR 2782 is due on 16 May 2025.,ham
Meeting rescheduled to 8:55 AM tomorrow.,ham
Claim your reward now! Visit http://bit.ly/3777,spam
"Hey, are we still on for dinner at 7?",ham
Your account is suspended. Verify at http://bit.ly/1703 immediately.,spam
Your Jio plan has been activated. Valid till 4 May 2025.,ham
Happy birthday! Wishing you a great year ahead.,ham
Meeting rescheduled to 1:06 AM tomorrow.,ham
Your Jio plan has been activated. Valid till 14 May 2025.,ham
Happy birthday! Wishing you a great year ahead.,ham
Electricity bill of INR 4421 is due on 3 May 2025.,ham
Happy birthday! Wishing you a great year ahead.,ham
Meeting rescheduled to 3:30 AM tomorrow.,ham
Your Jio plan has been activated. Valid till 15 May 2025.,ham
Your Flipkart return request has been approved.,ham
Electricity bill of INR 5472 is due on 2 May 2025.,ham
Meeting rescheduled to 4:37 PM tomorrow.,ham
Your Zomato order #990541 is out for delivery.,ham
Happy birthday! Wishing you a great year ahead.,ham
Your Zomato order #742044 is out for delivery.,ham
Your OTP for Amazon is 874134. Do not share it.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/4504,spam
Your Flipkart return request has been approved.,ham
Your Flipkart return request has been approved.,ham
Get a loan of up to INR 6177 instantly. No documents needed!,spam
Your account has been credited with INR 9465. A/c no: XXXX8996.,ham
"Hey, are we still on for dinner at 7?",ham
Your Jio plan has been activated. Valid till 1 May 2025.,ham
Your OTP for Amazon is 284471. Do not share it.,ham
Your Zomato order #531137 is out for delivery.,ham
Your OTP for Amazon is 999639. Do not share it.,ham
Your account is suspended. Verify at http://bit.ly/2326 immediately.,spam
Meeting rescheduled to 9:15 AM tomorrow.,ham
Electricity bill of INR 5226 is due on 19 May 2025.,ham
Work from home and earn INR 7137/week. Join today!,spam
Your OTP for Amazon is 617700. Do not share it.,ham
Your Jio plan has been activated. Valid till 4 May 2025.,ham
You’ve been selected for a special gift. Click: http://bit.ly/8626,spam
Your Flipkart return request has been approved.,ham
Free recharge worth INR 9276. Click to get it: http://bit.ly/7970,spam
Your OTP for Amazon is 874774. Do not share it.,ham
"Hey, are we still on for dinner at 7?",ham
Your Flipkart return request has been approved.,ham
Your Zomato order #676038 is out for delivery.,ham
Your account has been credited with INR 9557. A/c no: XXXX8710.,ham
"Hey, are we still on for dinner at 7?",ham
Your Jio plan has been activated. Valid till 20 May 2025.,ham
Thanks for your payment of INR 4334.,ham
Limited time deal on electronics. Shop now: http://bit.ly/8547,spam
Thanks for your payment of INR 283.,ham
Your account has been credited with INR 4150. A/c no: XXXX2361.,ham
Meeting rescheduled to 1:15 AM tomorrow.,ham
Your account is suspended. Verify at http://bit.ly/5985 immediately.,spam
"Hey, are we still on for dinner at 7?",ham
Your Flipkart return request has been approved.,ham
Your Jio plan has been activated. Valid till 18 May 2025.,ham
Free recharge worth INR 7538. Click to get it: http://bit.ly/4262,spam
Your Flipkart return request has been approved.,ham
Get a loan of up to INR 4944 instantly. No documents needed!,spam
You’ve been selected for a special gift. Click: http://bit.ly/3687,spam
Free recharge worth INR 9633. Click to get it: http://bit.ly/9832,spam
Your OTP for Amazon is 514763. Do not share it.,ham
Electricity bill of INR 1120 is due on 22 May 2025.,ham
"Hey, are we still on for dinner at 7?",ham
Your ATM card will be blocked. Update details now: http://bit.ly/9836,spam
Your Flipkart return request has been approved.,ham
Get a loan of up to INR 2941 instantly. No documents needed!,spam
"Hey, are we still on for dinner at 7?",ham
Your account has been credited with INR 4998. A/c no: XXXX7532.,ham
Meeting rescheduled to 6:57 PM tomorrow.,ham
Work from home and earn INR 4499/week. Join today!,spam
Your Jio plan has been activated. Valid till 26 May 2025.,ham
Limited time deal on electronics. Shop now: http://bit.ly/6118,spam
Your ATM card will be blocked. Update details now: http://bit.ly/3003,spam
Claim your reward now! Visit http://bit.ly/1075,spam
Your OTP for Amazon is 261138. Do not share it.,ham
Your Flipkart return request has been approved.,ham
Claim your reward now! Visit http://bit.ly/9574,spam
Claim your reward now! Visit http://bit.ly/5372,spam
Claim your reward now! Visit http://bit.ly/3213,spam
Free recharge worth INR 7832. Click to get it: http://bit.ly/4652,spam
"Hey, are we still on for dinner at 7?",ham
Your ATM card will be blocked. Update details now: http://bit.ly/3455,spam
Your Zomato order #899912 is out for delivery.,ham
Your OTP for Amazon is 149192. Do not share it.,ham
Electricity bill of INR 5809 is due on 24 May 2025.,ham
Your Jio plan has been activated. Valid till 22 May 2025.,ham
Your Zomato order #774492 is out for delivery.,ham
Free recharge worth INR 6583. Click to get it: http://bit.ly/5872,spam
Your account is suspended. Verify at http://bit.ly/1919 immediately.,spam
"Hey, are we still on for dinner at 7?",ham
Free recharge worth INR 4143. Click to get it: http://bit.ly/2716,spam
Electricity bill of INR 5013 is due on 23 May 2025.,ham
Thanks for your payment of INR 3388.,ham
Happy birthday! Wishing you a great year ahead.,ham
Your account has been credited with INR 3495. A/c no: XXXX5499.,ham
You’ve been selected for a special gift. Click: http://bit.ly/1048,spam
Exclusive offer! Get 26% off on all items. Hurry!,spam
Meeting rescheduled to 9:24 AM tomorrow.,ham
Limited time deal on electronics. Shop now: http://bit.ly/5749,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/8216,spam
Claim your reward now! Visit http://bit.ly/2851,spam
You’ve been selected for a special gift. Click: http://bit.ly/5237,spam
Happy birthday! Wishing you a great year ahead.,ham
Electricity bill of INR 3595 is due on 2 May 2025.,ham
Your account has been credited with INR 7502. A/c no: XXXX1986.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/4503,spam
Work from home and earn INR 5650/week. Join today!,spam
Your ATM card will be blocked. Update details now: http://bit.ly/1335,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/9091,spam
Your Jio plan has been activated. Valid till 1 May 2025.,ham
Thanks for your payment of INR 9572.,ham
Happy birthday! Wishing you a great year ahead.,ham
Your Zomato order #675735 is out for delivery.,ham
Exclusive offer! Get 23% off on all items. Hurry!,spam
Electricity bill of INR 4870 is due on 4 May 2025.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/2692,spam
You’ve been selected for a special gift. Click: http://bit.ly/6678,spam
Your account has been credited with INR 8236. A/c no: XXXX6997.,ham
Your OTP for Amazon is 999190. Do not share it.,ham
Your account is suspended. Verify at http://bit.ly/2512 immediately.,spam
You’ve been selected for a special gift. Click: http://bit.ly/7885,spam
Your Flipkart return request has been approved.,ham
Your Zomato order #258903 is out for delivery.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/2573,spam
Exclusive offer! Get 87% off on all items. Hurry!,spam
Your Flipkart return request has been approved.,ham
"Hey, are we still on for dinner at 7?",ham
Work from home and earn INR 1667/week. Join today!,spam
Electricity bill of INR 873 is due on 15 May 2025.,ham
Exclusive offer! Get 65% off on all items. Hurry!,spam
You’ve been selected for a special gift. Click: http://bit.ly/7040,spam
Get a loan of up to INR 3882 instantly. No documents needed!,spam
Get a loan of up to INR 4629 instantly. No documents needed!,spam
Your OTP for Amazon is 330109. Do not share it.,ham
Thanks for your payment of INR 5303.,ham
Free recharge worth INR 4415. Click to get it: http://bit.ly/4939,spam
Happy birthday! Wishing you a great year ahead.,ham
Exclusive offer! Get 48% off on all items. Hurry!,spam
Your Flipkart return request has been approved.,ham
"Hey, are we still on for dinner at 7?",ham
Happy birthday! Wishing you a great year ahead.,ham
Free recharge worth INR 5482. Click to get it: http://bit.ly/4064,spam
Meeting rescheduled to 4:36 PM tomorrow.,ham
Your account has been credited with INR 4954. A/c no: XXXX1747.,ham
"Hey, are we still on for dinner at 7?",ham
Exclusive offer! Get 37% off on all items. Hurry!,spam
Happy birthday! Wishing you a great year ahead.,ham
Free recharge worth INR 7230. Click to get it: http://bit.ly/4855,spam
Work from home and earn INR 9912/week. Join today!,spam
You’ve been selected for a special gift. Click: http://bit.ly/9075,spam
Meeting rescheduled to 8:53 PM tomorrow.,ham
Meeting rescheduled to 2:57 AM tomorrow.,ham
Get a loan of up to INR 3615 instantly. No documents needed!,spam
Free recharge worth INR 3047. Click to get it: http://bit.ly/3821,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/3255,spam
Work from home and earn INR 9886/week. Join today!,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/6258,spam
Exclusive offer! Get 80% off on all items. Hurry!,spam
Get a loan of up to INR 3620 instantly. No documents needed!,spam
Electricity bill of INR 4232 is due on 20 May 2025.,ham
Work from home and earn INR 6731/week. Join today!,spam
Claim your reward now! Visit http://bit.ly/3493,spam
Electricity bill of INR 9767 is due on 7 May 2025.,ham
Electricity bill of INR 8936 is due on 3 May 2025.,ham
Electricity bill of INR 5789 is due on 23 May 2025.,ham
Claim your reward now! Visit http://bit.ly/3014,spam
"Hey, are we still on for dinner at 7?",ham
Your account has been credited with INR 4220. A/c no: XXXX3545.,ham
Electricity bill of INR 2044 is due on 22 May 2025.,ham
Get a loan of up to INR 894 instantly. No documents needed!,spam
Your account is suspended. Verify at http://bit.ly/8891 immediately.,spam
Happy birthday! Wishing you a great year ahead.,ham
You’ve been selected for a special gift. Click: http://bit.ly/1618,spam
Your Jio plan has been activated. Valid till 5 May 2025.,ham
Meeting rescheduled to 9:39 AM tomorrow.,ham
Your Zomato order #941632 is out for delivery.,ham
Exclusive offer! Get 14% off on all items. Hurry!,spam
Work from home and earn INR 8282/week. Join today!,spam
Claim your reward now! Visit http://bit.ly/6667,spam
Thanks for your payment of INR 1066.,ham
Meeting rescheduled to 4:51 PM tomorrow.,ham
Your Zomato order #621731 is out for delivery.,ham
Meeting rescheduled to 8:24 PM tomorrow.,ham
Your Flipkart return request has been approved.,ham
Limited time deal on electronics. Shop now: http://bit.ly/7043,spam
Your Jio plan has been activated. Valid till 8 May 2025.,ham
Thanks for your payment of INR 1210.,ham
Your OTP for Amazon is 779694. Do not share it.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/4154,spam
Get a loan of up to INR 4392 instantly. No documents needed!,spam
"Hey, are we still on for dinner at 7?",ham
Free recharge worth INR 7774. Click to get it: http://bit.ly/3162,spam
Claim your reward now! Visit http://bit.ly/2430,spam
Free recharge worth INR 2921. Click to get it: http://bit.ly/5596,spam
Your OTP for Amazon is 751206. Do not share it.,ham
Your Zomato order #517049 is out for delivery.,ham
Thanks for your payment of INR 2732.,ham
Claim your reward now! Visit http://bit.ly/6886,spam
Your Zomato order #152420 is out for delivery.,ham
Your Jio plan has been activated. Valid till 18 May 2025.,ham
Get a loan of up to INR 9753 instantly. No documents needed!,spam
"Hey, are we still on for dinner at 7?",ham
Your OTP for Amazon is 271371. Do not share it.,ham
"Hey, are we still on for dinner at 7?",ham
Thanks for your payment of INR 1620.,ham
"Hey, are we still on for dinner at 7?",ham
Limited time deal on electronics. Shop now: http://bit.ly/7059,spam
Thanks for your payment of INR 8632.,ham
Your account has been credited with INR 9301. A/c no: XXXX5961.,ham
You’ve been selected for a special gift. Click: http://bit.ly/3850,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/6574,spam
Meeting rescheduled to 6:48 AM tomorrow.,ham
Your Jio plan has been activated. Valid till 4 May 2025.,ham
Your Flipkart return request has been approved.,ham
Your Flipkart return request has been approved.,ham
Limited time deal on electronics. Shop now: http://bit.ly/7047,spam
Your Jio plan has been activated. Valid till 10 May 2025.,ham
Your Jio plan has been activated. Valid till 23 May 2025.,ham
Meeting rescheduled to 3:08 PM tomorrow.,ham
Free recharge worth INR 7390. Click to get it: http://bit.ly/8479,spam
Your ATM card will be blocked. Update details now: http://bit.ly/4547,spam
Your Zomato order #710968 is out for delivery.,ham
Free recharge worth INR 5622. Click to get it: http://bit.ly/3333,spam
Your account has been credited with INR 4750. A/c no: XXXX4640.,ham
Happy birthday! Wishing you a great year ahead.,ham
Your Jio plan has been activated. Valid till 14 May 2025.,ham
Get a loan of up to INR 9887 instantly. No documents needed!,spam
Electricity bill of INR 7330 is due on 21 May 2025.,ham
Meeting rescheduled to 4:31 PM tomorrow.,ham
Happy birthday! Wishing you a great year ahead.,ham
"Hey, are we still on for dinner at 7?",ham
Your OTP for Amazon is 298361. Do not share it.,ham
Claim your reward now! Visit http://bit.ly/6836,spam
Your ATM card will be blocked. Update details now: http://bit.ly/9911,spam
Free recharge worth INR 2244. Click to get it: http://bit.ly/3205,spam
Your Jio plan has been activated. Valid till 11 May 2025.,ham
Thanks for your payment of INR 871.,ham
Your Zomato order #269945 is out for delivery.,ham
Free recharge worth INR 614. Click to get it: http://bit.ly/6935,spam
Your ATM card will be blocked. Update details now: http://bit.ly/7789,spam
Your Jio plan has been activated. Valid till 20 May 2025.,ham
Exclusive offer! Get 54% off on all items. Hurry!,spam
Happy birthday! Wishing you a great year ahead.,ham
"Hey, are we still on for dinner at 7?",ham
Exclusive offer! Get 31% off on all items. Hurry!,spam
Your ATM card will be blocked. Update details now: http://bit.ly/1547,spam
Your OTP for Amazon is 300199. Do not share it.,ham
Claim your reward now! Visit http://bit.ly/7634,spam
Claim your reward now! Visit http://bit.ly/8258,spam
"Hey, are we still on for dinner at 7?",ham
"Hey, are we still on for dinner at 7?",ham
Your Flipkart return request has been approved.,ham
Your account has been credited with INR 9542. A/c no: XXXX7135.,ham
Thanks for your payment of INR 1247.,ham
Happy birthday! Wishing you a great year ahead.,ham
Your Jio plan has been activated. Valid till 17 May 2025.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/3547,spam
Work from home and earn INR 4657/week. Join today!,spam
Meeting rescheduled to 6:53 PM tomorrow.,ham
Your OTP for Amazon is 233674. Do not share it.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/8933,spam
Your account is suspended. Verify at http://bit.ly/5306 immediately.,spam
Free recharge worth INR 8174. Click to get it: http://bit.ly/9842,spam
Your OTP for Amazon is 726501. Do not share it.,ham
Your Jio plan has been activated. Valid till 12 May 2025.,ham
Happy birthday! Wishing you a great year ahead.,ham
Electricity bill of INR 7915 is due on 1 May 2025.,ham
Your Flipkart return request has been approved.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/2815,spam
Limited time deal on electronics. Shop now: http://bit.ly/8780,spam
Free recharge worth INR 1331. Click to get it: http://bit.ly/8408,spam
Work from home and earn INR 3713/week. Join today!,spam
Your ATM card will be blocked. Update details now: http://bit.ly/9169,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/4403,spam
Your account has been credited with INR 6471. A/c no: XXXX1959.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/3097,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/1531,spam
Claim your reward now! Visit http://bit.ly/6022,spam
Your account is suspended. Verify at http://bit.ly/8871 immediately.,spam
Get a loan of up to INR 6473 instantly. No documents needed!,spam
Work from home and earn INR 4294/week. Join today!,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/8912,spam
Electricity bill of INR 7896 is due on 19 May 2025.,ham
Free recharge worth INR 7252. Click to get it: http://bit.ly/7172,spam
Work from home and earn INR 9054/week. Join today!,spam
Happy birthday! Wishing you a great year ahead.,ham
Thanks for your payment of INR 2334.,ham
Work from home and earn INR 7423/week. Join today!,spam
Work from home and earn INR 6624/week. Join today!,spam
Your Flipkart return request has been approved.,ham
Get a loan of up to INR 9109 instantly. No documents needed!,spam
Your account has been credited with INR 7005. A/c no: XXXX1628.,ham
Limited time deal on electronics. Shop now: http://bit.ly/3369,spam
Your account is suspended. Verify at http://bit.ly/9233 immediately.,spam
Get a loan of up to INR 5544 instantly. No documents needed!,spam
Limited time deal on electronics. Shop now: http://bit.ly/7772,spam
Your account is suspended. Verify at http://bit.ly/5910 immediately.,spam
Work from home and earn INR 4215/week. Join today!,spam
Meeting rescheduled to 3:44 PM tomorrow.,ham
Your Zomato order #677405 is out for delivery.,ham
Claim your reward now! Visit http://bit.ly/3068,spam
Your Jio plan has been activated. Valid till 9 May 2025.,ham
Your Flipkart return request has been approved.,ham
You’ve been selected for a special gift. Click: http://bit.ly/5281,spam
Your Zomato order #693084 is out for delivery.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/1848,spam
Your Flipkart return request has been approved.,ham
Limited time deal on electronics. Shop now: http://bit.ly/7731,spam
Your Zomato order #344406 is out for delivery.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/7482,spam
Free recharge worth INR 2262. Click to get it: http://bit.ly/3401,spam
Happy birthday! Wishing you a great year ahead.,ham
Meeting rescheduled to 9:04 PM tomorrow.,ham
Electricity bill of INR 1560 is due on 10 May 2025.,ham
Your Flipkart return request has been approved.,ham
Meeting rescheduled to 3:17 PM tomorrow.,ham
Limited time deal on electronics. Shop now: http://bit.ly/1826,spam
Free recharge worth INR 5369. Click to get it: http://bit.ly/9120,spam
Your account is suspended. Verify at http://bit.ly/5630 immediately.,spam
Meeting rescheduled to 7:58 AM tomorrow.,ham
Your Flipkart return request has been approved.,ham
Your Jio plan has been activated. Valid till 28 May 2025.,ham
Claim your reward now! Visit http://bit.ly/5872,spam
Your ATM card will be blocked. Update details now: http://bit.ly/6205,spam
Happy birthday! Wishing you a great year ahead.,ham
Meeting rescheduled to 7:39 PM tomorrow.,ham
Your Flipkart return request has been approved.,ham
Your Flipkart return request has been approved.,ham
Happy birthday! Wishing you a great year ahead.,ham
Exclusive offer! Get 62% off on all items. Hurry!,spam
Your OTP for Amazon is 413272. Do not share it.,ham
Exclusive offer! Get 52% off on all items. Hurry!,spam
"Hey, are we still on for dinner at 7?",ham
Your account is suspended. Verify at http://bit.ly/1302 immediately.,spam
Free recharge worth INR 5735. Click to get it: http://bit.ly/8918,spam
Claim your reward now! Visit http://bit.ly/1620,spam
Work from home and earn INR 955/week. Join today!,spam
Get a loan of up to INR 814 instantly. No documents needed!,spam
Limited time deal on electronics. Shop now: http://bit.ly/7761,spam
Your Zomato order #700878 is out for delivery.,ham
Your Jio plan has been activated. Valid till 14 May 2025.,ham
Your OTP for Amazon is 524510. Do not share it.,ham
Your Jio plan has been activated. Valid till 3 May 2025.,ham
Your Jio plan has been activated. Valid till 19 May 2025.,ham
Electricity bill of INR 5433 is due on 22 May 2025.,ham
Your account is suspended. Verify at http://bit.ly/1025 immediately.,spam
Your account has been credited with INR 9665. A/c no: XXXX7332.,ham
Thanks for your payment of INR 1043.,ham
You’ve been selected for a special gift. Click: http://bit.ly/6841,spam
Happy birthday! Wishing you a great year ahead.,ham
"Hey, are we still on for dinner at 7?",ham
Your OTP for Amazon is 345344. Do not share it.,ham
Your OTP for Amazon is 195970. Do not share it.,ham
Meeting rescheduled to 4:39 PM tomorrow.,ham
Your Flipkart return request has been approved.,ham
Limited time deal on electronics. Shop now: http://bit.ly/8786,spam
Your Flipkart return request has been approved.,ham
Your OTP for Amazon is 653963. Do not share it.,ham
Your Zomato order #740170 is out for delivery.,ham
Electricity bill of INR 9081 is due on 23 May 2025.,ham
Get a loan of up to INR 3813 instantly. No documents needed!,spam
Electricity bill of INR 4702 is due on 25 May 2025.,ham
Meeting rescheduled to 12:11 PM tomorrow.,ham
Electricity bill of INR 9925 is due on 1 May 2025.,ham
Work from home and earn INR 1146/week. Join today!,spam
Claim your reward now! Visit http://bit.ly/8635,spam
Work from home and earn INR 9721/week. Join today!,spam
Your Zomato order #231092 is out for delivery.,ham
Work from home and earn INR 4708/week. Join today!,spam
Your account has been credited with INR 6958. A/c no: XXXX6672.,ham
Your account has been credited with INR 244. A/c no: XXXX8077.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/5845,spam
Get a loan of up to INR 4266 instantly. No documents needed!,spam
"Hey, are we still on for dinner at 7?",ham
Your ATM card will be blocked. Update details now: http://bit.ly/3412,spam
Thanks for your payment of INR 2248.,ham
Free recharge worth INR 3199. Click to get it: http://bit.ly/4974,spam
Meeting rescheduled to 9:21 AM tomorrow.,ham
Your Zomato order #520144 is out for delivery.,ham
"Hey, are we still on for dinner at 7?",ham
Your Flipkart return request has been approved.,ham
Your Zomato order #550634 is out for delivery.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/3339,spam
Your Zomato order #315018 is out for delivery.,ham
Your OTP for Amazon is 815739. Do not share it.,ham
Electricity bill of INR 3256 is due on 13 May 2025.,ham
Your OTP for Amazon is 550810. Do not share it.,ham
Your Zomato order #940970 is out for delivery.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/7302,spam
Meeting rescheduled to 3:12 AM tomorrow.,ham
Your Flipkart return request has been approved.,ham
Free recharge worth INR 8838. Click to get it: http://bit.ly/2949,spam
Your Jio plan has been activated. Valid till 8 May 2025.,ham
Your account has been credited with INR 1675. A/c no: XXXX3538.,ham
Exclusive offer! Get 66% off on all items. Hurry!,spam
Happy birthday! Wishing you a great year ahead.,ham
Your OTP for Amazon is 447754. Do not share it.,ham
Your Flipkart return request has been approved.,ham
Electricity bill of INR 1071 is due on 10 May 2025.,ham
Meeting rescheduled to 10:58 AM tomorrow.,ham
Thanks for your payment of INR 1163.,ham
Happy birthday! Wishing you a great year ahead.,ham
Meeting rescheduled to 9:38 PM tomorrow.,ham
Thanks for your payment of INR 2341.,ham
Your Zomato order #164399 is out for delivery.,ham
Your Flipkart return request has been approved.,ham
Your Zomato order #452515 is out for delivery.,ham
Your Jio plan has been activated. Valid till 18 May 2025.,ham
Limited time deal on electronics. Shop now: http://bit.ly/4577,spam
Work from home and earn INR 2973/week. Join today!,spam
Limited time deal on electronics. Shop now: http://bit.ly/6569,spam
Exclusive offer! Get 66% off on all items. Hurry!,spam
Your Zomato order #804396 is out for delivery.,ham
Free recharge worth INR 5985. Click to get it: http://bit.ly/4271,spam
Limited time deal on electronics. Shop now: http://bit.ly/2838,spam
Your account is suspended. Verify at http://bit.ly/7324 immediately.,spam
Exclusive offer! Get 84% off on all items. Hurry!,spam
Your Flipkart return request has been approved.,ham
Your Flipkart return request has been approved.,ham
Your Jio plan has been activated. Valid till 3 May 2025.,ham
Your Flipkart return request has been approved.,ham
Your Flipkart return request has been approved.,ham
Your OTP for Amazon is 102608. Do not share it.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/9734,spam
Your Jio plan has been activated. Valid till 21 May 2025.,ham
Your Jio plan has been activated. Valid till 12 May 2025.,ham
"Hey, are we still on for dinner at 7?",ham
Your OTP for Amazon is 865308. Do not share it.,ham
You’ve been selected for a special gift. Click: http://bit.ly/9195,spam
Your account has been credited with INR 2843. A/c no: XXXX1923.,ham
Claim your reward now! Visit http://bit.ly/6581,spam
Get a loan of up to INR 4740 instantly. No documents needed!,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/3161,spam
Your Zomato order #811637 is out for delivery.,ham
Electricity bill of INR 7220 is due on 12 May 2025.,ham
"Hey, are we still on for dinner at 7?",ham
Electricity bill of INR 628 is due on 5 May 2025.,ham
Meeting rescheduled to 10:01 PM tomorrow.,ham
Get a loan of up to INR 274 instantly. No documents needed!,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/4389,spam
Your Jio plan has been activated. Valid till 16 May 2025.,ham
Your Jio plan has been activated. Valid till 3 May 2025.,ham
Your Zomato order #990435 is out for delivery.,ham
"Hey, are we still on for dinner at 7?",ham
"Hey, are we still on for dinner at 7?",ham
Free recharge worth INR 4147. Click to get it: http://bit.ly/8171,spam
Your Zomato order #386885 is out for delivery.,ham
Exclusive offer! Get 11% off on all items. Hurry!,spam
Your account has been credited with INR 9591. A/c no: XXXX3577.,ham
Electricity bill of INR 7070 is due on 6 May 2025.,ham
Your OTP for Amazon is 671128. Do not share it.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/3651,spam
Your Jio plan has been activated. Valid till 9 May 2025.,ham
Your account is suspended. Verify at http://bit.ly/9243 immediately.,spam
Your account is suspended. Verify at http://bit.ly/1894 immediately.,spam
Electricity bill of INR 4233 is due on 5 May 2025.,ham
Work from home and earn INR 6014/week. Join today!,spam
"Hey, are we still on for dinner at 7?",ham
Your account has been credited with INR 3858. A/c no: XXXX9703.,ham
Free recharge worth INR 1729. Click to get it: http://bit.ly/6414,spam
Electricity bill of INR 4744 is due on 22 May 2025.,ham
Your account has been credited with INR 7978. A/c no: XXXX5405.,ham
Claim your reward now! Visit http://bit.ly/7976,spam
Your Jio plan has been activated. Valid till 3 May 2025.,ham
You’ve been selected for a special gift. Click: http://bit.ly/6646,spam
Your account has been credited with INR 4528. A/c no: XXXX8970.,ham
Get a loan of up to INR 9470 instantly. No documents needed!,spam
Claim your reward now! Visit http://bit.ly/1489,spam
Work from home and earn INR 7541/week. Join today!,spam
Your account has been credited with INR 1475. A/c no: XXXX4503.,ham
Your account has been credited with INR 4862. A/c no: XXXX8855.,ham
Exclusive offer! Get 41% off on all items. Hurry!,spam
Happy birthday! Wishing you a great year ahead.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/7679,spam
Electricity bill of INR 6077 is due on 22 May 2025.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/3481,spam
Your ATM card will be blocked. Update details now: http://bit.ly/2646,spam
"Hey, are we still on for dinner at 7?",ham
Your ATM card will be blocked. Update details now: http://bit.ly/6183,spam
Your OTP for Amazon is 753786. Do not share it.,ham
Your account is suspended. Verify at http://bit.ly/1107 immediately.,spam
Your account is suspended. Verify at http://bit.ly/8424 immediately.,spam
Thanks for your payment of INR 6277.,ham
Your Jio plan has been activated. Valid till 4 May 2025.,ham
"Hey, are we still on for dinner at 7?",ham
Your account is suspended. Verify at http://bit.ly/3414 immediately.,spam
Your OTP for Amazon is 609941. Do not share it.,ham
Electricity bill of INR 7192 is due on 25 May 2025.,ham
Work from home and earn INR 9398/week. Join today!,spam
Exclusive offer! Get 14% off on all items. Hurry!,spam
Meeting rescheduled to 6:02 PM tomorrow.,ham
"Hey, are we still on for dinner at 7?",ham
Free recharge worth INR 7482. Click to get it: http://bit.ly/9614,spam
Your Flipkart return request has been approved.,ham
Your Flipkart return request has been approved.,ham
Your account has been credited with INR 4615. A/c no: XXXX3353.,ham
Electricity bill of INR 2509 is due on 26 May 2025.,ham
Meeting rescheduled to 11:46 AM tomorrow.,ham
Limited time deal on electronics. Shop now: http://bit.ly/3116,spam
"Hey, are we still on for dinner at 7?",ham
Limited time deal on electronics. Shop now: http://bit.ly/1689,spam
Your Flipkart return request has been approved.,ham
Thanks for your payment of INR 5760.,ham
Your OTP for Amazon is 211612. Do not share it.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/5639,spam
"Hey, are we still on for dinner at 7?",ham
Your Jio plan has been activated. Valid till 20 May 2025.,ham
Work from home and earn INR 7160/week. Join today!,spam
Get a loan of up to INR 2201 instantly. No documents needed!,spam
You’ve been selected for a special gift. Click: http://bit.ly/8749,spam
